kurzbezeichnung;wahlkreis_id;jahr;anzahl
MLPD;62;2017;0
BGE;62;2017;0
DKP;62;2017;692
DM;62;2017;0
ÖDP;62;2017;0
Die PARTEI;62;2017;0
Tierschutzpartei;62;2017;0
PIRATEN;62;2017;1226
CDU;63;2017;37344
SPD;63;2017;23598
DIE LINKE;63;2017;26401
AfD;63;2017;30261
GRÜNE;63;2017;4504
NPD;63;2017;1369
FDP;63;2017;7008
FREIE WÄHLER;63;2017;2462
MLPD;63;2017;398
BGE;63;2017;0
DKP;63;2017;365
DM;63;2017;0
ÖDP;63;2017;0
Die PARTEI;63;2017;2582
Tierschutzpartei;63;2017;0
PIRATEN;63;2017;756
EB: Meier;63;2017;911
CDU;64;2017;36855
SPD;64;2017;22019
DIE LINKE;64;2017;20359
AfD;64;2017;32776
GRÜNE;64;2017;4319
NPD;64;2017;0
FDP;64;2017;7426
FREIE WÄHLER;64;2017;0
MLPD;64;2017;0
BGE;64;2017;0
DKP;64;2017;501
DM;64;2017;0
ÖDP;64;2017;0
Die PARTEI;64;2017;3212
Tierschutzpartei;64;2017;0
EB: Fleischhauer;64;2017;2256
PIRATEN;64;2017;0
CDU;65;2017;35633
SPD;65;2017;20142
DIE LINKE;65;2017;19583
AfD;65;2017;29830
GRÜNE;65;2017;3543
NPD;65;2017;0
FDP;65;2017;6492
FREIE WÄHLER;65;2017;4887
MLPD;65;2017;0
BGE;65;2017;0
DKP;65;2017;0
DM;65;2017;0
ÖDP;65;2017;0
Die PARTEI;65;2017;0
Tierschutzpartei;65;2017;0
EB: Weidelt;65;2017;738
PIRATEN;65;2017;0
CDU;66;2017;35644
DIE LINKE;66;2017;20973
SPD;66;2017;20900
AfD;66;2017;18031
GRÜNE;66;2017;3738
FDP;66;2017;7388
NPD;66;2017;0
FREIE WÄHLER;66;2017;1567
MLPD;66;2017;0
Tierschutzallianz;66;2017;0
BGE;66;2017;0
DiB;66;2017;0
MG;66;2017;0
Die PARTEI;66;2017;0
EB: Renne;66;2017;654
EB: Schmidt;66;2017;560
ÖDP;66;2017;0
PIRATEN;66;2017;0
CDU;67;2017;55110
DIE LINKE;67;2017;29616
SPD;67;2017;29174
AfD;67;2017;0
GRÜNE;67;2017;3540
FDP;67;2017;11080
NPD;67;2017;9619
FREIE WÄHLER;67;2017;7809
MLPD;67;2017;0
Tierschutzallianz;67;2017;0
BGE;67;2017;0
DiB;67;2017;0
MG;67;2017;0
Die PARTEI;67;2017;0
ÖDP;67;2017;0
PIRATEN;67;2017;0
CDU;68;2017;51386
DIE LINKE;68;2017;27104
SPD;68;2017;24767
AfD;68;2017;22792
GRÜNE;68;2017;4462
FDP;68;2017;6923
NPD;68;2017;0
FREIE WÄHLER;68;2017;3253
MLPD;68;2017;441
Tierschutzallianz;68;2017;0
BGE;68;2017;0
DiB;68;2017;0
MG;68;2017;0
Die PARTEI;68;2017;0
ÖDP;68;2017;0
Tierschutzpartei;68;2017;0
PIRATEN;68;2017;0
CDU;69;2017;44021
DIE LINKE;69;2017;30299
SPD;69;2017;34877
AfD;69;2017;24509
GRÜNE;69;2017;6417
FDP;69;2017;10796
NPD;69;2017;765
FREIE WÄHLER;69;2017;1739
MLPD;69;2017;461
Tierschutzallianz;69;2017;4102
BGE;69;2017;0
DiB;69;2017;0
MG;69;2017;2570
Die PARTEI;69;2017;0
ÖDP;69;2017;0
Tierschutzpartei;69;2017;0
PIRATEN;69;2017;0
CDU;70;2017;42781
DIE LINKE;70;2017;22086
SPD;70;2017;14806
AfD;70;2017;23520
GRÜNE;70;2017;5607
FDP;70;2017;6051
NPD;70;2017;1165
FREIE WÄHLER;70;2017;3717
MLPD;70;2017;0
Tierschutzallianz;70;2017;0
BGE;70;2017;0
DiB;70;2017;0
MG;70;2017;0
Die PARTEI;70;2017;0
EB: Ulbrich;70;2017;1666
ÖDP;70;2017;0
PIRATEN;70;2017;0
CDU;71;2017;45843
DIE LINKE;71;2017;30757
SPD;71;2017;18687
AfD;71;2017;32281
GRÜNE;71;2017;2854
FDP;71;2017;9213
NPD;71;2017;1029
FREIE WÄHLER;71;2017;3976
MLPD;71;2017;552
Tierschutzallianz;71;2017;0
BGE;71;2017;0
DiB;71;2017;0
MG;71;2017;0
Die PARTEI;71;2017;0
ÖDP;71;2017;0
PIRATEN;71;2017;0
CDU;72;2017;40690
DIE LINKE;72;2017;30530
SPD;72;2017;32053
AfD;72;2017;26018
GRÜNE;72;2017;5475
FDP;72;2017;10131
NPD;72;2017;0
FREIE WÄHLER;72;2017;2607
MLPD;72;2017;585
Tierschutzallianz;72;2017;0
BGE;72;2017;0
DiB;72;2017;0
MG;72;2017;0
Die PARTEI;72;2017;2186
ÖDP;72;2017;0
PIRATEN;72;2017;0
CDU;73;2017;43254
DIE LINKE;73;2017;21819
SPD;73;2017;16930
AfD;73;2017;30112
GRÜNE;73;2017;3198
FDP;73;2017;8538
NPD;73;2017;1569
FREIE WÄHLER;73;2017;3495
MLPD;73;2017;0
Tierschutzallianz;73;2017;0
BGE;73;2017;0
DiB;73;2017;0
MG;73;2017;0
Die PARTEI;73;2017;0
ÖDP;73;2017;0
PIRATEN;73;2017;0
CDU;74;2017;42725
DIE LINKE;74;2017;24863
SPD;74;2017;20864
AfD;74;2017;32864
GRÜNE;74;2017;3647
FDP;74;2017;11091
NPD;74;2017;1217
FREIE WÄHLER;74;2017;0
MLPD;74;2017;0
Tierschutzallianz;74;2017;0
BGE;74;2017;0
DiB;74;2017;0
MG;74;2017;0
Die PARTEI;74;2017;0
EB: Mauson;74;2017;386
ÖDP;74;2017;0
PIRATEN;74;2017;0
CDU;75;2017;27654
SPD;75;2017;35036
DIE LINKE;75;2017;30492
GRÜNE;75;2017;26781
AfD;75;2017;11782
PIRATEN;75;2017;0
FDP;75;2017;9017
Die PARTEI;75;2017;5342
FREIE WÄHLER;75;2017;648
ÖDP;75;2017;715
BüSo;75;2017;203
MLPD;75;2017;360
SGP;75;2017;275
B*;75;2017;0
BGE;75;2017;0
DiB;75;2017;0
DKP;75;2017;0
DM;75;2017;0
Die Grauen;75;2017;0
du.;75;2017;0
MENSCHLICHE WELT;75;2017;0
Gesundheitsforschung;75;2017;0
Tierschutzpartei;75;2017;0
V-Partei³;75;2017;0
EB: Fielsch;75;2017;766
NPD;75;2017;0
CDU;76;2017;36429
SPD;76;2017;30509
DIE LINKE;76;2017;53618
GRÜNE;76;2017;26376
AfD;76;2017;22487
PIRATEN;76;2017;0
FDP;76;2017;7890
Die PARTEI;76;2017;5810
FREIE WÄHLER;76;2017;1339
ÖDP;76;2017;950
BüSo;76;2017;451
MLPD;76;2017;0
SGP;76;2017;0
B*;76;2017;0
BGE;76;2017;0
DiB;76;2017;0
DKP;76;2017;0
DM;76;2017;0
Die Grauen;76;2017;0
du.;76;2017;0
MENSCHLICHE WELT;76;2017;0
Gesundheitsforschung;76;2017;0
Tierschutzpartei;76;2017;0
V-Partei³;76;2017;0
EB: Schirm;76;2017;454
NPD;76;2017;0
CDU;77;2017;49654
SPD;77;2017;31882
DIE LINKE;77;2017;10384
GRÜNE;77;2017;10647
AfD;77;2017;17738
PIRATEN;77;2017;0
FDP;77;2017;9688
Die PARTEI;77;2017;2828
FREIE WÄHLER;77;2017;0
ÖDP;77;2017;0
BüSo;77;2017;400
MLPD;77;2017;0
SGP;77;2017;0
B*;77;2017;0
BGE;77;2017;0
DiB;77;2017;0
DKP;77;2017;0
DM;77;2017;0
Die Grauen;77;2017;1639
du.;77;2017;0
MENSCHLICHE WELT;77;2017;0
Gesundheitsforschung;77;2017;0
Tierschutzpartei;77;2017;0
V-Partei³;77;2017;0
NPD;77;2017;0
CDU;78;2017;40372
SPD;78;2017;41965
DIE LINKE;78;2017;9861
GRÜNE;78;2017;8031
AfD;78;2017;17551
PIRATEN;78;2017;0
FDP;78;2017;8292
Die PARTEI;78;2017;3224
FREIE WÄHLER;78;2017;0
ÖDP;78;2017;998
BüSo;78;2017;0
MLPD;78;2017;280
SGP;78;2017;0
B*;78;2017;0
BGE;78;2017;0
DiB;78;2017;0
DKP;78;2017;0
DM;78;2017;0
Die Grauen;78;2017;0
du.;78;2017;0
MENSCHLICHE WELT;78;2017;0
Gesundheitsforschung;78;2017;0
Tierschutzpartei;78;2017;0
V-Partei³;78;2017;0
NPD;78;2017;0
CDU;79;2017;63085
SPD;79;2017;43801
DIE LINKE;79;2017;13392
GRÜNE;79;2017;22712
AfD;79;2017;14549
PIRATEN;79;2017;0
FDP;79;2017;16159
Die PARTEI;79;2017;3681
FREIE WÄHLER;79;2017;0
ÖDP;79;2017;0
BüSo;79;2017;555
MLPD;79;2017;0
SGP;79;2017;0
B*;79;2017;0
BGE;79;2017;0
DiB;79;2017;0
DKP;79;2017;0
DM;79;2017;0
Die Grauen;79;2017;0
du.;79;2017;0
MENSCHLICHE WELT;79;2017;0
Gesundheitsforschung;79;2017;0
Tierschutzpartei;79;2017;0
V-Partei³;79;2017;0
DIE FRAUEN;79;2017;439
NPD;79;2017;0
CDU;80;2017;47077
SPD;80;2017;43123
DIE LINKE;80;2017;14745
GRÜNE;80;2017;21286
AfD;80;2017;11722
PIRATEN;80;2017;0
FDP;80;2017;14426
Die PARTEI;80;2017;3292
FREIE WÄHLER;80;2017;0
ÖDP;80;2017;0
BüSo;80;2017;443
MLPD;80;2017;0
SGP;80;2017;0
B*;80;2017;0
BGE;80;2017;0
DiB;80;2017;0
DKP;80;2017;0
DM;80;2017;0
Die Grauen;80;2017;0
du.;80;2017;0
MENSCHLICHE WELT;80;2017;0
Gesundheitsforschung;80;2017;0
Tierschutzpartei;80;2017;0
V-Partei³;80;2017;0
NPD;80;2017;0
CDU;81;2017;51708
SPD;81;2017;39380
DIE LINKE;81;2017;19356
GRÜNE;81;2017;33763
AfD;81;2017;16188
PIRATEN;81;2017;1691
FDP;81;2017;11362
Die PARTEI;81;2017;3852
FREIE WÄHLER;81;2017;0
ÖDP;81;2017;0
BüSo;81;2017;403
MLPD;81;2017;0
SGP;81;2017;197
B*;81;2017;0
BGE;81;2017;0
DiB;81;2017;0
DKP;81;2017;0
DM;81;2017;0
Die Grauen;81;2017;0
du.;81;2017;0
MENSCHLICHE WELT;81;2017;766
Gesundheitsforschung;81;2017;0
Tierschutzpartei;81;2017;0
V-Partei³;81;2017;0
NPD;81;2017;0
CDU;82;2017;34593
SPD;82;2017;37777
DIE LINKE;82;2017;23204
GRÜNE;82;2017;15480
AfD;82;2017;15105
PIRATEN;82;2017;0
FDP;82;2017;7255
Die PARTEI;82;2017;5048
FREIE WÄHLER;82;2017;0
ÖDP;82;2017;0
BüSo;82;2017;260
MLPD;82;2017;294
SGP;82;2017;0
B*;82;2017;0
BGE;82;2017;0
DiB;82;2017;0
DKP;82;2017;0
DM;82;2017;0
Die Grauen;82;2017;1191
du.;82;2017;0
MENSCHLICHE WELT;82;2017;0
Gesundheitsforschung;82;2017;0
Tierschutzpartei;82;2017;0
V-Partei³;82;2017;0
MIETERPARTEI;82;2017;636
NPD;82;2017;262
CDU;83;2017;20955
SPD;83;2017;29028
DIE LINKE;83;2017;42600
GRÜNE;83;2017;45055
AfD;83;2017;10558
PIRATEN;83;2017;0
FDP;83;2017;5263
Die PARTEI;83;2017;12345
FREIE WÄHLER;83;2017;627
ÖDP;83;2017;0
BüSo;83;2017;0
MLPD;83;2017;305
SGP;83;2017;0
B*;83;2017;672
BGE;83;2017;0
DiB;83;2017;0
DKP;83;2017;0
DM;83;2017;0
Die Grauen;83;2017;0
du.;83;2017;772
MENSCHLICHE WELT;83;2017;0
Gesundheitsforschung;83;2017;0
Tierschutzpartei;83;2017;0
V-Partei³;83;2017;0
EB: Felde-Bajerowitz;83;2017;168
EB: Wendt;83;2017;1298
EB: Blume;83;2017;688
EB: Pape;83;2017;148
EB: Beckmann;83;2017;391
EB: Ritter;83;2017;33
EB: Hasel;83;2017;443
DIE VIOLETTEN;83;2017;0
NPD;83;2017;0
CDU;84;2017;29384
SPD;84;2017;21379
DIE LINKE;84;2017;61881
GRÜNE;84;2017;7755
AfD;84;2017;23245
PIRATEN;84;2017;0
FDP;84;2017;5831
Die PARTEI;84;2017;3521
FREIE WÄHLER;84;2017;1096
ÖDP;84;2017;0
BüSo;84;2017;318
MLPD;84;2017;322
SGP;84;2017;0
B*;84;2017;0
BGE;84;2017;0
DiB;84;2017;0
DKP;84;2017;0
DM;84;2017;0
Die Grauen;84;2017;0
du.;84;2017;0
MENSCHLICHE WELT;84;2017;0
Gesundheitsforschung;84;2017;0
Tierschutzpartei;84;2017;0
V-Partei³;84;2017;0
NPD;84;2017;460
CDU;85;2017;30480
SPD;85;2017;17172
DIE LINKE;85;2017;46782
GRÜNE;85;2017;4440
AfD;85;2017;28167
PIRATEN;85;2017;0
FDP;85;2017;4852
Die PARTEI;85;2017;0
FREIE WÄHLER;85;2017;2010
ÖDP;85;2017;0
BüSo;85;2017;0
MLPD;85;2017;0
SGP;85;2017;0
B*;85;2017;0
BGE;85;2017;0
DiB;85;2017;0
DKP;85;2017;0
DM;85;2017;0
Die Grauen;85;2017;1470
du.;85;2017;0
MENSCHLICHE WELT;85;2017;0
Gesundheitsforschung;85;2017;0
Tierschutzpartei;85;2017;0
V-Partei³;85;2017;0
MIETERPARTEI;85;2017;716
NPD;85;2017;696
CDU;86;2017;28905
SPD;86;2017;20720
DIE LINKE;86;2017;51249
GRÜNE;86;2017;8609
AfD;86;2017;23119
PIRATEN;86;2017;1314
FDP;86;2017;5018
Die PARTEI;86;2017;4392
FREIE WÄHLER;86;2017;0
ÖDP;86;2017;0
BüSo;86;2017;0
MLPD;86;2017;282
SGP;86;2017;0
B*;86;2017;0
BGE;86;2017;0
DiB;86;2017;0
DKP;86;2017;0
DM;86;2017;0
Die Grauen;86;2017;0
du.;86;2017;0
MENSCHLICHE WELT;86;2017;0
Gesundheitsforschung;86;2017;1537
Tierschutzpartei;86;2017;0
V-Partei³;86;2017;0
NPD;86;2017;533
EB: Snelinski;86;2017;1394
CDU;87;2017;47011
SPD;87;2017;45309
GRÜNE;87;2017;13104
DIE LINKE;87;2017;12282
FDP;87;2017;10232
AfD;87;2017;7817
PIRATEN;87;2017;2176
NPD;87;2017;0
Die PARTEI;87;2017;0
FREIE WÄHLER;87;2017;0
Volksabstimmung;87;2017;0
ÖDP;87;2017;1426
MLPD;87;2017;0
SGP;87;2017;0
AD-DEMOKRATEN;87;2017;0
BGE;87;2017;0
DiB;87;2017;0
DKP;87;2017;0
DM;87;2017;0
Die Humanisten;87;2017;0
Gesundheitsforschung;87;2017;0
Tierschutzpartei;87;2017;0
V-Partei³;87;2017;0
BüSo;87;2017;0
DIE RECHTE;87;2017;0
PDV;87;2017;0
CDU;88;2017;62405
SPD;88;2017;63135
GRÜNE;88;2017;7782
DIE LINKE;88;2017;8785
FDP;88;2017;11038
AfD;88;2017;15114
PIRATEN;88;2017;1912
NPD;88;2017;0
Die PARTEI;88;2017;0
FREIE WÄHLER;88;2017;0
Volksabstimmung;88;2017;0
ÖDP;88;2017;1005
MLPD;88;2017;0
SGP;88;2017;0
AD-DEMOKRATEN;88;2017;0
BGE;88;2017;0
DiB;88;2017;0
DKP;88;2017;0
DM;88;2017;0
Die Humanisten;88;2017;0
Gesundheitsforschung;88;2017;0
Tierschutzpartei;88;2017;0
V-Partei³;88;2017;0
BüSo;88;2017;0
DIE RECHTE;88;2017;0
PDV;88;2017;0
CDU;89;2017;64121
SPD;89;2017;39301
GRÜNE;89;2017;6964
DIE LINKE;89;2017;6424
FDP;89;2017;9334
AfD;89;2017;11652
PIRATEN;89;2017;1272
NPD;89;2017;0
Die PARTEI;89;2017;0
FREIE WÄHLER;89;2017;1536
Volksabstimmung;89;2017;0
ÖDP;89;2017;0
MLPD;89;2017;0
SGP;89;2017;0
AD-DEMOKRATEN;89;2017;0
BGE;89;2017;0
DiB;89;2017;0
DKP;89;2017;0
DM;89;2017;0
Die Humanisten;89;2017;0
Gesundheitsforschung;89;2017;0
Tierschutzpartei;89;2017;0
V-Partei³;89;2017;0
BüSo;89;2017;0
DIE RECHTE;89;2017;0
PDV;89;2017;0
CDU;90;2017;62711
SPD;90;2017;47543
GRÜNE;90;2017;8235
DIE LINKE;90;2017;6611
FDP;90;2017;8788
AfD;90;2017;13404
PIRATEN;90;2017;1420
NPD;90;2017;0
Die PARTEI;90;2017;0
FREIE WÄHLER;90;2017;1126
Volksabstimmung;90;2017;0
ÖDP;90;2017;0
MLPD;90;2017;0
SGP;90;2017;0
AD-DEMOKRATEN;90;2017;0
BGE;90;2017;0
DiB;90;2017;0
DKP;90;2017;0
DM;90;2017;0
Die Humanisten;90;2017;0
Gesundheitsforschung;90;2017;0
Tierschutzpartei;90;2017;0
V-Partei³;90;2017;0
BüSo;90;2017;0
DIE RECHTE;90;2017;0
PDV;90;2017;0
CDU;91;2017;74207
SPD;91;2017;58792
GRÜNE;91;2017;10354
DIE LINKE;91;2017;8590
FDP;91;2017;17648
AfD;91;2017;17113
PIRATEN;91;2017;2306
NPD;91;2017;0
Die PARTEI;91;2017;0
FREIE WÄHLER;91;2017;0
Volksabstimmung;91;2017;0
ÖDP;91;2017;0
MLPD;91;2017;0
SGP;91;2017;0
AD-DEMOKRATEN;91;2017;0
BGE;91;2017;0
DiB;91;2017;0
DKP;91;2017;0
DM;91;2017;0
Die Humanisten;91;2017;0
Gesundheitsforschung;91;2017;0
Tierschutzpartei;91;2017;0
V-Partei³;91;2017;0
EB: Çelikkan;91;2017;329
BüSo;91;2017;0
DIE RECHTE;91;2017;0
PDV;91;2017;0
CDU;92;2017;79493
SPD;92;2017;48592
GRÜNE;92;2017;10689
DIE LINKE;92;2017;10835
FDP;92;2017;18316
AfD;92;2017;17650
PIRATEN;92;2017;0
NPD;92;2017;0
Die PARTEI;92;2017;0
FREIE WÄHLER;92;2017;0
Volksabstimmung;92;2017;0
ÖDP;92;2017;0
MLPD;92;2017;0
SGP;92;2017;0
AD-DEMOKRATEN;92;2017;0
BGE;92;2017;0
DiB;92;2017;0
DKP;92;2017;0
DM;92;2017;0
Die Humanisten;92;2017;0
Gesundheitsforschung;92;2017;0
Tierschutzpartei;92;2017;0
V-Partei³;92;2017;0
BüSo;92;2017;0
DIE RECHTE;92;2017;0
PDV;92;2017;0
CDU;93;2017;43683
SPD;93;2017;42799
GRÜNE;93;2017;13535
DIE LINKE;93;2017;11898
FDP;93;2017;10652
AfD;93;2017;11952
PIRATEN;93;2017;0
NPD;93;2017;0
Die PARTEI;93;2017;3369
FREIE WÄHLER;93;2017;0
Volksabstimmung;93;2017;0
ÖDP;93;2017;0
MLPD;93;2017;308
SGP;93;2017;0
AD-DEMOKRATEN;93;2017;0
BGE;93;2017;0
DiB;93;2017;0
DKP;93;2017;0
DM;93;2017;0
Die Humanisten;93;2017;0
Gesundheitsforschung;93;2017;0
Tierschutzpartei;93;2017;0
V-Partei³;93;2017;0
BüSo;93;2017;0
DIE RECHTE;93;2017;0
PDV;93;2017;0
CDU;94;2017;68657
SPD;94;2017;52880
GRÜNE;94;2017;28716
DIE LINKE;94;2017;15704
FDP;94;2017;17816
AfD;94;2017;9057
PIRATEN;94;2017;0
NPD;94;2017;0
Die PARTEI;94;2017;3689
FREIE WÄHLER;94;2017;0
Volksabstimmung;94;2017;0
ÖDP;94;2017;0
MLPD;94;2017;242
SGP;94;2017;0
AD-DEMOKRATEN;94;2017;0
BGE;94;2017;0
DiB;94;2017;0
DKP;94;2017;0
DM;94;2017;0
Die Humanisten;94;2017;0
Gesundheitsforschung;94;2017;0
Tierschutzpartei;94;2017;0
V-Partei³;94;2017;0
BüSo;94;2017;0
DIE RECHTE;94;2017;0
PDV;94;2017;0
CDU;95;2017;41106
SPD;95;2017;48148
GRÜNE;95;2017;19621
DIE LINKE;95;2017;14431
FDP;95;2017;10599
AfD;95;2017;11249
PIRATEN;95;2017;0
NPD;95;2017;0
Die PARTEI;95;2017;3632
FREIE WÄHLER;95;2017;0
Volksabstimmung;95;2017;0
ÖDP;95;2017;0
MLPD;95;2017;312
SGP;95;2017;0
AD-DEMOKRATEN;95;2017;0
BGE;95;2017;0
DiB;95;2017;0
DKP;95;2017;0
DM;95;2017;0
Die Humanisten;95;2017;0
Gesundheitsforschung;95;2017;0
Tierschutzpartei;95;2017;0
V-Partei³;95;2017;0
BüSo;95;2017;0
DIE RECHTE;95;2017;0
PDV;95;2017;0
CDU;96;2017;57330
SPD;96;2017;62377
GRÜNE;96;2017;15056
DIE LINKE;96;2017;10193
FDP;96;2017;18724
AfD;96;2017;10882
PIRATEN;96;2017;857
NPD;96;2017;0
Die PARTEI;96;2017;2617
FREIE WÄHLER;96;2017;806
Volksabstimmung;96;2017;0
ÖDP;96;2017;0
MLPD;96;2017;0
SGP;96;2017;0
AD-DEMOKRATEN;96;2017;0
BGE;96;2017;0
DiB;96;2017;0
DKP;96;2017;0
DM;96;2017;0
Die Humanisten;96;2017;0
Gesundheitsforschung;96;2017;0
Tierschutzpartei;96;2017;0
V-Partei³;96;2017;0
EB: Luong;96;2017;99
BüSo;96;2017;0
DIE RECHTE;96;2017;0
PDV;96;2017;0
CDU;97;2017;79987
SPD;97;2017;49988
GRÜNE;97;2017;11762
DIE LINKE;97;2017;14684
FDP;97;2017;18768
AfD;97;2017;0
PIRATEN;97;2017;0
NPD;97;2017;0
Die PARTEI;97;2017;0
FREIE WÄHLER;97;2017;0
Volksabstimmung;97;2017;5374
ÖDP;97;2017;0
MLPD;97;2017;0
SGP;97;2017;0
AD-DEMOKRATEN;97;2017;0
BGE;97;2017;0
DiB;97;2017;0
DKP;97;2017;0
DM;97;2017;0
Die Humanisten;97;2017;0
Gesundheitsforschung;97;2017;0
Tierschutzpartei;97;2017;0
V-Partei³;97;2017;0
BüSo;97;2017;0
DIE RECHTE;97;2017;0
PDV;97;2017;0
CDU;98;2017;80441
SPD;98;2017;39246
GRÜNE;98;2017;13643
DIE LINKE;98;2017;9543
FDP;98;2017;14491
AfD;98;2017;14592
PIRATEN;98;2017;0
NPD;98;2017;0
Die PARTEI;98;2017;0
FREIE WÄHLER;98;2017;0
Volksabstimmung;98;2017;942
ÖDP;98;2017;0
MLPD;98;2017;0
SGP;98;2017;0
AD-DEMOKRATEN;98;2017;0
BGE;98;2017;0
DiB;98;2017;0
DKP;98;2017;0
DM;98;2017;0
Die Humanisten;98;2017;0
Gesundheitsforschung;98;2017;0
Tierschutzpartei;98;2017;0
V-Partei³;98;2017;0
BüSo;98;2017;0
DIE RECHTE;98;2017;0
PDV;98;2017;0
CDU;99;2017;67603
SPD;99;2017;41305
GRÜNE;99;2017;9489
DIE LINKE;99;2017;7999
FDP;99;2017;12123
AfD;99;2017;15648
PIRATEN;99;2017;0
NPD;99;2017;0
Die PARTEI;99;2017;0
FREIE WÄHLER;99;2017;0
Volksabstimmung;99;2017;0
ÖDP;99;2017;0
MLPD;99;2017;0
SGP;99;2017;0
AD-DEMOKRATEN;99;2017;0
BGE;99;2017;0
DiB;99;2017;0
DKP;99;2017;0
DM;99;2017;0
Die Humanisten;99;2017;0
Gesundheitsforschung;99;2017;0
Tierschutzpartei;99;2017;0
V-Partei³;99;2017;0
EB: Staratschek;99;2017;464
BüSo;99;2017;0
DIE RECHTE;99;2017;0
PDV;99;2017;0
CDU;100;2017;68948
SPD;100;2017;42098
GRÜNE;100;2017;11846
DIE LINKE;100;2017;8409
FDP;100;2017;27049
AfD;100;2017;12476
PIRATEN;100;2017;0
NPD;100;2017;0
Die PARTEI;100;2017;0
FREIE WÄHLER;100;2017;1414
Volksabstimmung;100;2017;0
ÖDP;100;2017;0
MLPD;100;2017;0
SGP;100;2017;0
AD-DEMOKRATEN;100;2017;0
BGE;100;2017;0
DiB;100;2017;0
DKP;100;2017;0
DM;100;2017;0
Die Humanisten;100;2017;0
Gesundheitsforschung;100;2017;0
Tierschutzpartei;100;2017;0
V-Partei³;100;2017;0
BüSo;100;2017;0
DIE RECHTE;100;2017;0
PDV;100;2017;0
CDU;101;2017;47272
SPD;101;2017;59373
GRÜNE;101;2017;8722
DIE LINKE;101;2017;9430
FDP;101;2017;10114
AfD;101;2017;13408
PIRATEN;101;2017;0
NPD;101;2017;0
Die PARTEI;101;2017;3990
FREIE WÄHLER;101;2017;0
Volksabstimmung;101;2017;0
ÖDP;101;2017;0
MLPD;101;2017;350
SGP;101;2017;0
AD-DEMOKRATEN;101;2017;0
BGE;101;2017;0
DiB;101;2017;0
DKP;101;2017;0
DM;101;2017;0
Die Humanisten;101;2017;0
Gesundheitsforschung;101;2017;0
Tierschutzpartei;101;2017;0
V-Partei³;101;2017;0
EB: Werner;101;2017;861
BüSo;101;2017;0
DIE RECHTE;101;2017;0
PDV;101;2017;0
CDU;102;2017;43814
SPD;102;2017;46657
GRÜNE;102;2017;10987
DIE LINKE;102;2017;13120
FDP;102;2017;12910
AfD;102;2017;16339
PIRATEN;102;2017;1407
NPD;102;2017;0
Die PARTEI;102;2017;2536
FREIE WÄHLER;102;2017;0
Volksabstimmung;102;2017;0
ÖDP;102;2017;0
MLPD;102;2017;236
SGP;102;2017;0
AD-DEMOKRATEN;102;2017;0
BGE;102;2017;0
DiB;102;2017;0
DKP;102;2017;0
DM;102;2017;0
Die Humanisten;102;2017;0
Gesundheitsforschung;102;2017;0
Tierschutzpartei;102;2017;0
V-Partei³;102;2017;0
BüSo;102;2017;0
DIE RECHTE;102;2017;0
PDV;102;2017;0
CDU;103;2017;61871
SPD;103;2017;49863
GRÜNE;103;2017;9403
DIE LINKE;103;2017;10105
FDP;103;2017;12548
AfD;103;2017;15303
PIRATEN;103;2017;0
NPD;103;2017;0
Die PARTEI;103;2017;2403
FREIE WÄHLER;103;2017;0
Volksabstimmung;103;2017;0
ÖDP;103;2017;0
MLPD;103;2017;266
SGP;103;2017;0
AD-DEMOKRATEN;103;2017;0
BGE;103;2017;0
DiB;103;2017;0
DKP;103;2017;0
DM;103;2017;0
Die Humanisten;103;2017;0
Gesundheitsforschung;103;2017;0
Tierschutzpartei;103;2017;0
V-Partei³;103;2017;0
BüSo;103;2017;0
DIE RECHTE;103;2017;0
PDV;103;2017;0
CDU;104;2017;70762
SPD;104;2017;40819
GRÜNE;104;2017;11014
DIE LINKE;104;2017;8647
FDP;104;2017;13202
AfD;104;2017;14106
PIRATEN;104;2017;0
NPD;104;2017;0
Die PARTEI;104;2017;0
FREIE WÄHLER;104;2017;0
Volksabstimmung;104;2017;0
ÖDP;104;2017;0
MLPD;104;2017;0
SGP;104;2017;0
AD-DEMOKRATEN;104;2017;0
BGE;104;2017;0
DiB;104;2017;0
DKP;104;2017;0
DM;104;2017;0
Die Humanisten;104;2017;0
Gesundheitsforschung;104;2017;0
Tierschutzpartei;104;2017;0
V-Partei³;104;2017;0
BüSo;104;2017;0
DIE RECHTE;104;2017;0
PDV;104;2017;0
CDU;105;2017;48689
SPD;105;2017;37468
GRÜNE;105;2017;7567
DIE LINKE;105;2017;6825
FDP;105;2017;10795
AfD;105;2017;11143
PIRATEN;105;2017;1451
NPD;105;2017;0
Die PARTEI;105;2017;0
FREIE WÄHLER;105;2017;0
Volksabstimmung;105;2017;0
ÖDP;105;2017;0
MLPD;105;2017;0
SGP;105;2017;0
AD-DEMOKRATEN;105;2017;0
BGE;105;2017;0
DiB;105;2017;0
DKP;105;2017;0
DM;105;2017;0
Die Humanisten;105;2017;0
Gesundheitsforschung;105;2017;0
Tierschutzpartei;105;2017;0
V-Partei³;105;2017;0
EB: Willing;105;2017;48
BüSo;105;2017;0
DIE RECHTE;105;2017;0
PDV;105;2017;0
CDU;106;2017;69273
SPD;106;2017;41903
GRÜNE;106;2017;14408
DIE LINKE;106;2017;12611
FDP;106;2017;21944
AfD;106;2017;10912
PIRATEN;106;2017;0
NPD;106;2017;0
