kurzbezeichnung;wahlkreis_id;jahr;anzahl
BGE;63;2017;581
DKP;63;2017;244
DM;63;2017;447
ÖDP;63;2017;280
Die PARTEI;63;2017;2016
Tierschutzpartei;63;2017;2520
PIRATEN;63;2017;0
CDU;64;2017;31366
SPD;64;2017;19729
DIE LINKE;64;2017;21456
AfD;64;2017;34905
GRÜNE;64;2017;4093
NPD;64;2017;1437
FDP;64;2017;9941
FREIE WÄHLER;64;2017;1106
MLPD;64;2017;124
BGE;64;2017;584
DKP;64;2017;296
DM;64;2017;488
ÖDP;64;2017;204
Die PARTEI;64;2017;1898
Tierschutzpartei;64;2017;2401
PIRATEN;64;2017;0
CDU;65;2017;33576
SPD;65;2017;18700
DIE LINKE;65;2017;18775
AfD;65;2017;30564
GRÜNE;65;2017;3146
NPD;65;2017;1757
FDP;65;2017;8128
FREIE WÄHLER;65;2017;2089
MLPD;65;2017;108
BGE;65;2017;421
DKP;65;2017;100
DM;65;2017;555
ÖDP;65;2017;150
Die PARTEI;65;2017;1207
Tierschutzpartei;65;2017;1878
PIRATEN;65;2017;0
CDU;66;2017;36022
DIE LINKE;66;2017;20346
SPD;66;2017;18721
AfD;66;2017;18419
GRÜNE;66;2017;3648
FDP;66;2017;7838
NPD;66;2017;662
FREIE WÄHLER;66;2017;888
MLPD;66;2017;118
Tierschutzallianz;66;2017;1218
BGE;66;2017;304
DiB;66;2017;242
MG;66;2017;467
Die PARTEI;66;2017;970
ÖDP;66;2017;0
PIRATEN;66;2017;0
CDU;67;2017;47566
DIE LINKE;67;2017;24555
SPD;67;2017;24053
AfD;67;2017;27905
GRÜNE;67;2017;4236
FDP;67;2017;11413
NPD;67;2017;1330
FREIE WÄHLER;67;2017;2074
MLPD;67;2017;151
Tierschutzallianz;67;2017;2137
BGE;67;2017;358
DiB;67;2017;213
MG;67;2017;784
Die PARTEI;67;2017;1313
ÖDP;67;2017;0
PIRATEN;67;2017;0
CDU;68;2017;47574
DIE LINKE;68;2017;25069
SPD;68;2017;22915
AfD;68;2017;23860
GRÜNE;68;2017;4968
FDP;68;2017;9902
NPD;68;2017;868
FREIE WÄHLER;68;2017;1648
MLPD;68;2017;184
Tierschutzallianz;68;2017;2176
BGE;68;2017;365
DiB;68;2017;213
MG;68;2017;445
Die PARTEI;68;2017;1344
ÖDP;68;2017;0
Tierschutzpartei;68;2017;0
PIRATEN;68;2017;0
CDU;69;2017;44616
DIE LINKE;69;2017;30056
SPD;69;2017;27513
AfD;69;2017;26051
GRÜNE;69;2017;8564
FDP;69;2017;12713
NPD;69;2017;937
FREIE WÄHLER;69;2017;1282
MLPD;69;2017;294
Tierschutzallianz;69;2017;3254
BGE;69;2017;528
DiB;69;2017;793
MG;69;2017;1672
Die PARTEI;69;2017;2504
ÖDP;69;2017;0
Tierschutzpartei;69;2017;0
PIRATEN;69;2017;0
CDU;70;2017;38751
DIE LINKE;70;2017;21102
SPD;70;2017;17360
AfD;70;2017;24327
GRÜNE;70;2017;4299
FDP;70;2017;8940
NPD;70;2017;1205
FREIE WÄHLER;70;2017;2006
MLPD;70;2017;127
Tierschutzallianz;70;2017;1572
BGE;70;2017;364
DiB;70;2017;168
MG;70;2017;429
Die PARTEI;70;2017;1094
ÖDP;70;2017;0
PIRATEN;70;2017;0
CDU;71;2017;44620
DIE LINKE;71;2017;25887
SPD;71;2017;20289
AfD;71;2017;32349
GRÜNE;71;2017;3455
FDP;71;2017;10848
NPD;71;2017;1204
FREIE WÄHLER;71;2017;2197
MLPD;71;2017;289
Tierschutzallianz;71;2017;2186
BGE;71;2017;334
DiB;71;2017;185
MG;71;2017;585
Die PARTEI;71;2017;1111
ÖDP;71;2017;0
PIRATEN;71;2017;0
CDU;72;2017;39833
DIE LINKE;72;2017;28892
SPD;72;2017;21196
AfD;72;2017;26727
GRÜNE;72;2017;10457
FDP;72;2017;13533
NPD;72;2017;764
FREIE WÄHLER;72;2017;1449
MLPD;72;2017;372
Tierschutzallianz;72;2017;2330
BGE;72;2017;780
DiB;72;2017;683
MG;72;2017;382
Die PARTEI;72;2017;2896
ÖDP;72;2017;0
PIRATEN;72;2017;0
CDU;73;2017;38678
DIE LINKE;73;2017;21042
SPD;73;2017;17098
AfD;73;2017;31781
GRÜNE;73;2017;3366
FDP;73;2017;10132
NPD;73;2017;1470
FREIE WÄHLER;73;2017;1687
MLPD;73;2017;134
Tierschutzallianz;73;2017;1768
BGE;73;2017;315
DiB;73;2017;207
MG;73;2017;407
Die PARTEI;73;2017;1127
ÖDP;73;2017;0
PIRATEN;73;2017;0
CDU;74;2017;39751
DIE LINKE;74;2017;23909
SPD;74;2017;19835
AfD;74;2017;32982
GRÜNE;74;2017;3250
FDP;74;2017;11236
NPD;74;2017;1297
FREIE WÄHLER;74;2017;1161
MLPD;74;2017;178
Tierschutzallianz;74;2017;2074
BGE;74;2017;414
DiB;74;2017;204
MG;74;2017;446
Die PARTEI;74;2017;1195
ÖDP;74;2017;0
PIRATEN;74;2017;0
CDU;75;2017;27861
SPD;75;2017;26788
DIE LINKE;75;2017;32118
GRÜNE;75;2017;25708
AfD;75;2017;12289
PIRATEN;75;2017;1229
FDP;75;2017;12972
Die PARTEI;75;2017;3811
FREIE WÄHLER;75;2017;336
ÖDP;75;2017;272
BüSo;75;2017;77
MLPD;75;2017;172
SGP;75;2017;66
B*;75;2017;100
BGE;75;2017;836
DiB;75;2017;919
DKP;75;2017;167
DM;75;2017;372
Die Grauen;75;2017;492
du.;75;2017;294
MENSCHLICHE WELT;75;2017;254
Gesundheitsforschung;75;2017;260
Tierschutzpartei;75;2017;1777
V-Partei³;75;2017;273
NPD;75;2017;0
CDU;76;2017;36994
SPD;76;2017;29185
DIE LINKE;76;2017;43774
GRÜNE;76;2017;26651
AfD;76;2017;23315
PIRATEN;76;2017;870
FDP;76;2017;12321
Die PARTEI;76;2017;4613
FREIE WÄHLER;76;2017;692
ÖDP;76;2017;429
BüSo;76;2017;126
MLPD;76;2017;148
SGP;76;2017;49
B*;76;2017;97
BGE;76;2017;852
DiB;76;2017;1004
DKP;76;2017;261
DM;76;2017;387
Die Grauen;76;2017;936
du.;76;2017;326
MENSCHLICHE WELT;76;2017;323
Gesundheitsforschung;76;2017;537
Tierschutzpartei;76;2017;2477
V-Partei³;76;2017;285
NPD;76;2017;0
CDU;77;2017;41912
SPD;77;2017;27071
DIE LINKE;77;2017;11516
GRÜNE;77;2017;12305
AfD;77;2017;18513
PIRATEN;77;2017;682
FDP;77;2017;15376
Die PARTEI;77;2017;1943
FREIE WÄHLER;77;2017;298
ÖDP;77;2017;231
BüSo;77;2017;114
MLPD;77;2017;83
SGP;77;2017;32
B*;77;2017;31
BGE;77;2017;319
DiB;77;2017;279
DKP;77;2017;44
DM;77;2017;306
Die Grauen;77;2017;1362
du.;77;2017;165
MENSCHLICHE WELT;77;2017;203
Gesundheitsforschung;77;2017;247
Tierschutzpartei;77;2017;1938
V-Partei³;77;2017;135
NPD;77;2017;0
CDU;78;2017;36712
SPD;78;2017;29733
DIE LINKE;78;2017;12780
GRÜNE;78;2017;11063
AfD;78;2017;18481
PIRATEN;78;2017;862
FDP;78;2017;12927
Die PARTEI;78;2017;2247
FREIE WÄHLER;78;2017;377
ÖDP;78;2017;386
BüSo;78;2017;59
MLPD;78;2017;152
SGP;78;2017;33
B*;78;2017;21
BGE;78;2017;380
DiB;78;2017;310
DKP;78;2017;30
DM;78;2017;331
Die Grauen;78;2017;807
du.;78;2017;175
MENSCHLICHE WELT;78;2017;232
Gesundheitsforschung;78;2017;294
Tierschutzpartei;78;2017;2147
V-Partei³;78;2017;208
NPD;78;2017;0
CDU;79;2017;53281
SPD;79;2017;34279
DIE LINKE;79;2017;16352
GRÜNE;79;2017;25361
AfD;79;2017;15824
PIRATEN;79;2017;651
FDP;79;2017;25461
Die PARTEI;79;2017;2143
FREIE WÄHLER;79;2017;332
ÖDP;79;2017;289
BüSo;79;2017;120
MLPD;79;2017;58
SGP;79;2017;19
B*;79;2017;35
BGE;79;2017;456
DiB;79;2017;496
DKP;79;2017;55
DM;79;2017;296
Die Grauen;79;2017;609
du.;79;2017;212
MENSCHLICHE WELT;79;2017;240
Gesundheitsforschung;79;2017;274
Tierschutzpartei;79;2017;1846
V-Partei³;79;2017;268
DIE FRAUEN;79;2017;0
NPD;79;2017;0
CDU;80;2017;40085
SPD;80;2017;30351
DIE LINKE;80;2017;18367
GRÜNE;80;2017;24770
AfD;80;2017;12374
PIRATEN;80;2017;693
FDP;80;2017;23280
Die PARTEI;80;2017;2110
FREIE WÄHLER;80;2017;203
ÖDP;80;2017;222
BüSo;80;2017;108
MLPD;80;2017;74
SGP;80;2017;20
B*;80;2017;31
BGE;80;2017;443
DiB;80;2017;442
DKP;80;2017;46
DM;80;2017;264
Die Grauen;80;2017;454
du.;80;2017;200
MENSCHLICHE WELT;80;2017;199
Gesundheitsforschung;80;2017;200
Tierschutzpartei;80;2017;1490
V-Partei³;80;2017;221
NPD;80;2017;0
CDU;81;2017;44721
SPD;81;2017;36179
DIE LINKE;81;2017;23625
GRÜNE;81;2017;27956
AfD;81;2017;17108
PIRATEN;81;2017;1179
FDP;81;2017;18569
Die PARTEI;81;2017;2912
FREIE WÄHLER;81;2017;373
ÖDP;81;2017;274
BüSo;81;2017;127
MLPD;81;2017;113
SGP;81;2017;60
B*;81;2017;55
BGE;81;2017;601
DiB;81;2017;635
DKP;81;2017;94
DM;81;2017;360
Die Grauen;81;2017;793
du.;81;2017;294
MENSCHLICHE WELT;81;2017;374
Gesundheitsforschung;81;2017;250
Tierschutzpartei;81;2017;2180
V-Partei³;81;2017;249
NPD;81;2017;0
CDU;82;2017;31592
SPD;82;2017;27520
DIE LINKE;82;2017;25752
GRÜNE;82;2017;18446
AfD;82;2017;15904
PIRATEN;82;2017;964
FDP;82;2017;10891
Die PARTEI;82;2017;3490
FREIE WÄHLER;82;2017;220
ÖDP;82;2017;208
BüSo;82;2017;111
MLPD;82;2017;196
SGP;82;2017;30
B*;82;2017;83
BGE;82;2017;676
DiB;82;2017;724
DKP;82;2017;99
DM;82;2017;366
Die Grauen;82;2017;919
du.;82;2017;335
MENSCHLICHE WELT;82;2017;270
Gesundheitsforschung;82;2017;248
Tierschutzpartei;82;2017;2171
V-Partei³;82;2017;198
MIETERPARTEI;82;2017;0
NPD;82;2017;0
CDU;83;2017;23887
SPD;83;2017;27391
DIE LINKE;83;2017;49016
GRÜNE;83;2017;35077
AfD;83;2017;10863
PIRATEN;83;2017;1270
FDP;83;2017;10147
Die PARTEI;83;2017;6042
FREIE WÄHLER;83;2017;323
ÖDP;83;2017;281
BüSo;83;2017;53
MLPD;83;2017;174
SGP;83;2017;37
B*;83;2017;304
BGE;83;2017;1046
DiB;83;2017;1282
DKP;83;2017;217
DM;83;2017;334
Die Grauen;83;2017;474
du.;83;2017;456
MENSCHLICHE WELT;83;2017;324
Gesundheitsforschung;83;2017;304
Tierschutzpartei;83;2017;2119
V-Partei³;83;2017;323
DIE VIOLETTEN;83;2017;0
NPD;83;2017;0
CDU;84;2017;31372
SPD;84;2017;24109
DIE LINKE;84;2017;39000
GRÜNE;84;2017;12168
AfD;84;2017;26278
PIRATEN;84;2017;843
FDP;84;2017;10067
Die PARTEI;84;2017;3873
FREIE WÄHLER;84;2017;777
ÖDP;84;2017;260
BüSo;84;2017;146
MLPD;84;2017;160
SGP;84;2017;48
B*;84;2017;61
BGE;84;2017;511
DiB;84;2017;524
DKP;84;2017;193
DM;84;2017;511
Die Grauen;84;2017;852
du.;84;2017;204
MENSCHLICHE WELT;84;2017;263
Gesundheitsforschung;84;2017;452
Tierschutzpartei;84;2017;2283
V-Partei³;84;2017;233
NPD;84;2017;0
CDU;85;2017;28620
SPD;85;2017;19797
DIE LINKE;85;2017;35698
GRÜNE;85;2017;5621
AfD;85;2017;29618
PIRATEN;85;2017;693
FDP;85;2017;7290
Die PARTEI;85;2017;2216
FREIE WÄHLER;85;2017;899
ÖDP;85;2017;160
BüSo;85;2017;95
MLPD;85;2017;106
SGP;85;2017;43
B*;85;2017;20
BGE;85;2017;320
DiB;85;2017;328
DKP;85;2017;197
DM;85;2017;336
Die Grauen;85;2017;1398
du.;85;2017;156
MENSCHLICHE WELT;85;2017;227
Gesundheitsforschung;85;2017;577
Tierschutzpartei;85;2017;2378
V-Partei³;85;2017;146
MIETERPARTEI;85;2017;0
NPD;85;2017;0
CDU;86;2017;27284
SPD;86;2017;21850
DIE LINKE;86;2017;43172
GRÜNE;86;2017;9821
AfD;86;2017;24603
PIRATEN;86;2017;958
FDP;86;2017;7745
Die PARTEI;86;2017;3627
FREIE WÄHLER;86;2017;524
ÖDP;86;2017;194
BüSo;86;2017;62
MLPD;86;2017;181
SGP;86;2017;36
B*;86;2017;73
BGE;86;2017;486
DiB;86;2017;524
DKP;86;2017;282
DM;86;2017;349
Die Grauen;86;2017;913
du.;86;2017;215
MENSCHLICHE WELT;86;2017;235
Gesundheitsforschung;86;2017;1189
Tierschutzpartei;86;2017;2609
V-Partei³;86;2017;194
NPD;86;2017;0
CDU;87;2017;38827
SPD;87;2017;34663
GRÜNE;87;2017;17918
DIE LINKE;87;2017;14459
FDP;87;2017;19795
AfD;87;2017;8271
PIRATEN;87;2017;838
NPD;87;2017;149
Die PARTEI;87;2017;1595
FREIE WÄHLER;87;2017;251
Volksabstimmung;87;2017;67
ÖDP;87;2017;608
MLPD;87;2017;55
SGP;87;2017;18
AD-DEMOKRATEN;87;2017;435
BGE;87;2017;182
DiB;87;2017;382
DKP;87;2017;28
DM;87;2017;131
Die Humanisten;87;2017;191
Gesundheitsforschung;87;2017;64
Tierschutzpartei;87;2017;697
V-Partei³;87;2017;177
BüSo;87;2017;0
DIE RECHTE;87;2017;0
PDV;87;2017;0
CDU;88;2017;52656
SPD;88;2017;60539
GRÜNE;88;2017;8436
DIE LINKE;88;2017;10105
FDP;88;2017;19213
AfD;88;2017;14853
PIRATEN;88;2017;806
NPD;88;2017;423
Die PARTEI;88;2017;817
FREIE WÄHLER;88;2017;351
Volksabstimmung;88;2017;133
ÖDP;88;2017;488
MLPD;88;2017;43
SGP;88;2017;5
AD-DEMOKRATEN;88;2017;675
BGE;88;2017;135
DiB;88;2017;173
DKP;88;2017;15
DM;88;2017;145
Die Humanisten;88;2017;78
Gesundheitsforschung;88;2017;116
Tierschutzpartei;88;2017;1275
V-Partei³;88;2017;127
BüSo;88;2017;0
DIE RECHTE;88;2017;0
PDV;88;2017;0
CDU;89;2017;55605
SPD;89;2017;36421
GRÜNE;89;2017;7281
DIE LINKE;89;2017;7909
FDP;89;2017;16111
AfD;89;2017;12313
PIRATEN;89;2017;669
NPD;89;2017;457
Die PARTEI;89;2017;805
FREIE WÄHLER;89;2017;737
Volksabstimmung;89;2017;137
ÖDP;89;2017;123
MLPD;89;2017;46
SGP;89;2017;8
AD-DEMOKRATEN;89;2017;368
BGE;89;2017;100
DiB;89;2017;149
DKP;89;2017;8
DM;89;2017;119
Die Humanisten;89;2017;61
Gesundheitsforschung;89;2017;134
Tierschutzpartei;89;2017;1179
V-Partei³;89;2017;150
BüSo;89;2017;0
DIE RECHTE;89;2017;0
PDV;89;2017;0
CDU;90;2017;52412
SPD;90;2017;43816
GRÜNE;90;2017;8198
DIE LINKE;90;2017;8809
FDP;90;2017;17155
AfD;90;2017;14432
PIRATEN;90;2017;789
NPD;90;2017;411
Die PARTEI;90;2017;844
FREIE WÄHLER;90;2017;500
Volksabstimmung;90;2017;170
ÖDP;90;2017;142
MLPD;90;2017;32
SGP;90;2017;9
AD-DEMOKRATEN;90;2017;392
BGE;90;2017;112
DiB;90;2017;133
DKP;90;2017;27
DM;90;2017;117
Die Humanisten;90;2017;69
Gesundheitsforschung;90;2017;143
Tierschutzpartei;90;2017;1293
V-Partei³;90;2017;129
BüSo;90;2017;0
DIE RECHTE;90;2017;0
PDV;90;2017;0
CDU;91;2017;63664
SPD;91;2017;50014
GRÜNE;91;2017;12526
DIE LINKE;91;2017;11392
FDP;91;2017;27398
AfD;91;2017;18091
PIRATEN;91;2017;1032
NPD;91;2017;426
Die PARTEI;91;2017;1263
FREIE WÄHLER;91;2017;508
Volksabstimmung;91;2017;238
ÖDP;91;2017;132
MLPD;91;2017;45
SGP;91;2017;16
AD-DEMOKRATEN;91;2017;609
BGE;91;2017;158
DiB;91;2017;199
DKP;91;2017;17
DM;91;2017;155
Die Humanisten;91;2017;131
Gesundheitsforschung;91;2017;168
Tierschutzpartei;91;2017;1505
V-Partei³;91;2017;181
BüSo;91;2017;0
DIE RECHTE;91;2017;0
PDV;91;2017;0
CDU;92;2017;66503
SPD;92;2017;43498
GRÜNE;92;2017;12447
DIE LINKE;92;2017;11403
FDP;92;2017;27410
AfD;92;2017;18325
PIRATEN;92;2017;666
NPD;92;2017;452
Die PARTEI;92;2017;1256
FREIE WÄHLER;92;2017;607
Volksabstimmung;92;2017;219
ÖDP;92;2017;175
MLPD;92;2017;55
SGP;92;2017;12
AD-DEMOKRATEN;92;2017;304
BGE;92;2017;213
DiB;92;2017;206
DKP;92;2017;27
DM;92;2017;200
Die Humanisten;92;2017;89
Gesundheitsforschung;92;2017;205
Tierschutzpartei;92;2017;1707
V-Partei³;92;2017;217
BüSo;92;2017;0
DIE RECHTE;92;2017;0
PDV;92;2017;0
CDU;93;2017;36565
SPD;93;2017;33666
GRÜNE;93;2017;15800
DIE LINKE;93;2017;15271
FDP;93;2017;18067
AfD;93;2017;12290
PIRATEN;93;2017;689
NPD;93;2017;224
Die PARTEI;93;2017;1905
FREIE WÄHLER;93;2017;356
Volksabstimmung;93;2017;136
ÖDP;93;2017;164
MLPD;93;2017;155
SGP;93;2017;16
AD-DEMOKRATEN;93;2017;970
BGE;93;2017;233
DiB;93;2017;398
DKP;93;2017;38
DM;93;2017;140
Die Humanisten;93;2017;150
Gesundheitsforschung;93;2017;146
Tierschutzpartei;93;2017;1068
V-Partei³;93;2017;184
BüSo;93;2017;0
DIE RECHTE;93;2017;0
PDV;93;2017;0
CDU;94;2017;56165
SPD;94;2017;38485
GRÜNE;94;2017;30630
DIE LINKE;94;2017;21100
FDP;94;2017;33760
AfD;94;2017;9964
PIRATEN;94;2017;634
NPD;94;2017;107
Die PARTEI;94;2017;2322
FREIE WÄHLER;94;2017;368
Volksabstimmung;94;2017;97
ÖDP;94;2017;235
MLPD;94;2017;85
SGP;94;2017;12
AD-DEMOKRATEN;94;2017;350
BGE;94;2017;332
DiB;94;2017;582
DKP;94;2017;38
DM;94;2017;153
Die Humanisten;94;2017;190
Gesundheitsforschung;94;2017;105
Tierschutzpartei;94;2017;1072
V-Partei³;94;2017;292
BüSo;94;2017;0
DIE RECHTE;94;2017;0
PDV;94;2017;0
CDU;95;2017;36500
SPD;95;2017;36849
GRÜNE;95;2017;20973
DIE LINKE;95;2017;19118
FDP;95;2017;16850
AfD;95;2017;11731
PIRATEN;95;2017;704
NPD;95;2017;202
Die PARTEI;95;2017;2074
FREIE WÄHLER;95;2017;317
Volksabstimmung;95;2017;136
ÖDP;95;2017;176
MLPD;95;2017;126
SGP;95;2017;12
AD-DEMOKRATEN;95;2017;1156
BGE;95;2017;294
DiB;95;2017;468
DKP;95;2017;25
DM;95;2017;170
Die Humanisten;95;2017;146
Gesundheitsforschung;95;2017;141
Tierschutzpartei;95;2017;1144
V-Partei³;95;2017;213
BüSo;95;2017;0
DIE RECHTE;95;2017;0
PDV;95;2017;0
CDU;96;2017;53334
SPD;96;2017;36119
GRÜNE;96;2017;25197
DIE LINKE;96;2017;17133
FDP;96;2017;28113
AfD;96;2017;13136
PIRATEN;96;2017;663
NPD;96;2017;147
Die PARTEI;96;2017;1950
FREIE WÄHLER;96;2017;412
Volksabstimmung;96;2017;107
ÖDP;96;2017;253
MLPD;96;2017;81
SGP;96;2017;22
AD-DEMOKRATEN;96;2017;325
BGE;96;2017;312
DiB;96;2017;431
DKP;96;2017;30
DM;96;2017;206
Die Humanisten;96;2017;211
Gesundheitsforschung;96;2017;69
Tierschutzpartei;96;2017;684
V-Partei³;96;2017;273
BüSo;96;2017;0
DIE RECHTE;96;2017;0
PDV;96;2017;0
CDU;97;2017;62334
SPD;97;2017;40922
GRÜNE;97;2017;13757
DIE LINKE;97;2017;13038
FDP;97;2017;27267
AfD;97;2017;18237
PIRATEN;97;2017;771
NPD;97;2017;300
Die PARTEI;97;2017;1610
FREIE WÄHLER;97;2017;509
Volksabstimmung;97;2017;630
ÖDP;97;2017;233
MLPD;97;2017;73
SGP;97;2017;10
AD-DEMOKRATEN;97;2017;374
BGE;97;2017;211
DiB;97;2017;237
DKP;97;2017;18
DM;97;2017;178
Die Humanisten;97;2017;123
Gesundheitsforschung;97;2017;181
Tierschutzpartei;97;2017;1538
V-Partei³;97;2017;206
BüSo;97;2017;0
DIE RECHTE;97;2017;0
PDV;97;2017;0
CDU;98;2017;61425
SPD;98;2017;34583
GRÜNE;98;2017;15192
DIE LINKE;98;2017;11116
FDP;98;2017;30142
AfD;98;2017;15226
PIRATEN;98;2017;596
NPD;98;2017;246
Die PARTEI;98;2017;1268
FREIE WÄHLER;98;2017;457
Volksabstimmung;98;2017;337
ÖDP;98;2017;216
MLPD;98;2017;42
SGP;98;2017;5
AD-DEMOKRATEN;98;2017;159
BGE;98;2017;221
DiB;98;2017;213
DKP;98;2017;15
DM;98;2017;178
Die Humanisten;98;2017;102
Gesundheitsforschung;98;2017;123
Tierschutzpartei;98;2017;1092
V-Partei³;98;2017;209
BüSo;98;2017;0
DIE RECHTE;98;2017;0
PDV;98;2017;0
CDU;99;2017;56567
SPD;99;2017;35078
GRÜNE;99;2017;9995
DIE LINKE;99;2017;9887
FDP;99;2017;21353
AfD;99;2017;16413
PIRATEN;99;2017;640
NPD;99;2017;328
Die PARTEI;99;2017;1099
FREIE WÄHLER;99;2017;386
Volksabstimmung;99;2017;204
ÖDP;99;2017;253
MLPD;99;2017;52
SGP;99;2017;9
AD-DEMOKRATEN;99;2017;531
BGE;99;2017;153
DiB;99;2017;186
DKP;99;2017;16
DM;99;2017;232
Die Humanisten;99;2017;91
Gesundheitsforschung;99;2017;175
Tierschutzpartei;99;2017;1238
V-Partei³;99;2017;148
BüSo;99;2017;0
DIE RECHTE;99;2017;0
PDV;99;2017;0
CDU;100;2017;61423
SPD;100;2017;36221
GRÜNE;100;2017;15581
DIE LINKE;100;2017;11042
FDP;100;2017;28787
AfD;100;2017;13777
PIRATEN;100;2017;505
NPD;100;2017;225
Die PARTEI;100;2017;1173
FREIE WÄHLER;100;2017;802
Volksabstimmung;100;2017;142
ÖDP;100;2017;231
MLPD;100;2017;43
SGP;100;2017;10
AD-DEMOKRATEN;100;2017;296
BGE;100;2017;187
DiB;100;2017;205
DKP;100;2017;17
DM;100;2017;175
Die Humanisten;100;2017;97
Gesundheitsforschung;100;2017;132
Tierschutzpartei;100;2017;1286
V-Partei³;100;2017;172
BüSo;100;2017;0
DIE RECHTE;100;2017;0
PDV;100;2017;0
CDU;101;2017;43175
SPD;101;2017;41671
GRÜNE;101;2017;13472
DIE LINKE;101;2017;14284
FDP;101;2017;18719
AfD;101;2017;14970
PIRATEN;101;2017;774
NPD;101;2017;352
Die PARTEI;101;2017;2102
FREIE WÄHLER;101;2017;373
Volksabstimmung;101;2017;192
ÖDP;101;2017;155
MLPD;101;2017;207
SGP;101;2017;28
AD-DEMOKRATEN;101;2017;1007
BGE;101;2017;176
DiB;101;2017;265
DKP;101;2017;36
DM;101;2017;164
Die Humanisten;101;2017;116
Gesundheitsforschung;101;2017;126
Tierschutzpartei;101;2017;1153
V-Partei³;101;2017;194
BüSo;101;2017;0
DIE RECHTE;101;2017;0
PDV;101;2017;0
CDU;102;2017;39341
SPD;102;2017;38696
GRÜNE;102;2017;12754
DIE LINKE;102;2017;16100
FDP;102;2017;18437
AfD;102;2017;16431
PIRATEN;102;2017;839
NPD;102;2017;376
Die PARTEI;102;2017;1504
FREIE WÄHLER;102;2017;320
Volksabstimmung;102;2017;135
ÖDP;102;2017;183
MLPD;102;2017;194
SGP;102;2017;12
AD-DEMOKRATEN;102;2017;816
BGE;102;2017;202
DiB;102;2017;228
DKP;102;2017;46
DM;102;2017;252
Die Humanisten;102;2017;151
Gesundheitsforschung;102;2017;137
Tierschutzpartei;102;2017;1250
V-Partei³;102;2017;163
BüSo;102;2017;0
DIE RECHTE;102;2017;0
PDV;102;2017;0
CDU;103;2017;51318
SPD;103;2017;40743
GRÜNE;103;2017;11726
DIE LINKE;103;2017;12689
FDP;103;2017;22947
AfD;103;2017;16221
PIRATEN;103;2017;774
NPD;103;2017;334
Die PARTEI;103;2017;1331
FREIE WÄHLER;103;2017;331
Volksabstimmung;103;2017;140
ÖDP;103;2017;164
MLPD;103;2017;106
SGP;103;2017;18
AD-DEMOKRATEN;103;2017;1214
BGE;103;2017;166
DiB;103;2017;185
DKP;103;2017;21
DM;103;2017;249
Die Humanisten;103;2017;102
Gesundheitsforschung;103;2017;171
Tierschutzpartei;103;2017;1346
V-Partei³;103;2017;173
BüSo;103;2017;0
DIE RECHTE;103;2017;0
PDV;103;2017;0
CDU;104;2017;54126
SPD;104;2017;36596
GRÜNE;104;2017;11796
DIE LINKE;104;2017;10216
FDP;104;2017;25757
AfD;104;2017;15053
PIRATEN;104;2017;707
NPD;104;2017;266
Die PARTEI;104;2017;1071
FREIE WÄHLER;104;2017;344
Volksabstimmung;104;2017;156
ÖDP;104;2017;176
MLPD;104;2017;59
SGP;104;2017;17
AD-DEMOKRATEN;104;2017;571
BGE;104;2017;147
DiB;104;2017;178
DKP;104;2017;22
DM;104;2017;167
Die Humanisten;104;2017;107
Gesundheitsforschung;104;2017;158
Tierschutzpartei;104;2017;1294
V-Partei³;104;2017;181
BüSo;104;2017;0
DIE RECHTE;104;2017;0
PDV;104;2017;0
CDU;105;2017;40601
SPD;105;2017;30492
GRÜNE;105;2017;8599
DIE LINKE;105;2017;8458
FDP;105;2017;19691
AfD;105;2017;11926
PIRATEN;105;2017;630
NPD;105;2017;252
Die PARTEI;105;2017;822
FREIE WÄHLER;105;2017;294
Volksabstimmung;105;2017;114
ÖDP;105;2017;122
MLPD;105;2017;73
SGP;105;2017;13
AD-DEMOKRATEN;105;2017;493
BGE;105;2017;98
DiB;105;2017;121
DKP;105;2017;15
DM;105;2017;140
Die Humanisten;105;2017;56
Gesundheitsforschung;105;2017;118
Tierschutzpartei;105;2017;1186
V-Partei³;105;2017;126
BüSo;105;2017;0
DIE RECHTE;105;2017;0
PDV;105;2017;0
CDU;106;2017;55052
SPD;106;2017;33493
GRÜNE;106;2017;17148
DIE LINKE;106;2017;14675
FDP;106;2017;33940
AfD;106;2017;12029
PIRATEN;106;2017;620
NPD;106;2017;204
Die PARTEI;106;2017;1417
FREIE WÄHLER;106;2017;310
Volksabstimmung;106;2017;93
ÖDP;106;2017;130
MLPD;106;2017;121
SGP;106;2017;14
AD-DEMOKRATEN;106;2017;444
BGE;106;2017;213
DiB;106;2017;328
DKP;106;2017;46
DM;106;2017;163
Die Humanisten;106;2017;138
Gesundheitsforschung;106;2017;105
Tierschutzpartei;106;2017;1024
V-Partei³;106;2017;203
BüSo;106;2017;0
DIE RECHTE;106;2017;0
PDV;106;2017;0
CDU;107;2017;40606
SPD;107;2017;33218
GRÜNE;107;2017;14379
DIE LINKE;107;2017;14111
FDP;107;2017;21277
AfD;107;2017;12968
PIRATEN;107;2017;628
NPD;107;2017;246
Die PARTEI;107;2017;1589
FREIE WÄHLER;107;2017;371
Volksabstimmung;107;2017;124
ÖDP;107;2017;134
MLPD;107;2017;116
SGP;107;2017;9
AD-DEMOKRATEN;107;2017;529
BGE;107;2017;181
DiB;107;2017;269
DKP;107;2017;42
DM;107;2017;180
Die Humanisten;107;2017;129
